,Unnamed: 0,Unnamed: 0.1,Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Lat,Lon,Year
3870,3870,3870,08/25/1989,07:45,"Near Gilgit, Pakistan",Pakistan International Airlines,,Gilgit - Islamabad - Chaklala,Fokker F-27 Friendship 200,AP-BBF,10207,54.0,54.0,0.0,Crashed into Himalaya Mountains en route from Gilgit to Islamabad.,35.92081,74.314044,1989
3872,3872,3872,09/03/1989,19:00,"Near Havana, Cuba",Cubana de Aviacion,,"Havana - Köln, Bonn",Ilyushin IL-62M,CU-T1281,3850453,126.0,126.0,45.0,The aircraft crashed into navigational towers and residential houses shortly after takeoff in heavy rain and high winds. Decision to fly after an abrupt deterioration in weather conditions.,23.135305,-82.358963,1989
3873,3873,3873,09/03/1989,20:45,"Near Sao Jose do Xingu, Brazil",Varig,254,Maraba - Belem,Boeing B-737-241,PP-VMK,21006,54.0,13.0,0.0,"The aircraft ran out of fuel due to a navigation error and crashed into the jungle. The crew entered a heading of 027 degrees instead of 270 into the flight computer.  Although the flight from Maraba to Belem was supposed to last 45 minutes, after two hours, the captain still thought he was flying in the right direction. The course was finally corrected but the plane ran out of fuel and crashed into the jungle.",-10.803888,-52.735782,1989
3879,3879,3879,09/20/1989,23:21,"La Guardia Airport, New York, New York",USAir,5050,"New York City - Charlotte, NC",Boeing B-737-401,N416US,23884/1643,63.0,2.0,0.0,"During an aborted takeoff,  the aircraft overran the runway, hit a wooden approach lighting pier and came to rest partially submerged in shallow water in Bowery Bay. The failure of the captain to exercise his authority in a timely manner to reject or continue the troubled takeoff which was initiated by a mistrimmed rudder.",40.726934,-73.999915,1989
3891,3891,3891,10/20/1989,02:32,"Leninakan, Russia",Aeroflot,,Ul'yanovsk - Leninakan,Ilyushin IL-76TD,CCCP-76466,23440153,25.0,25.0,0.0,Descended below minima and struck a mountain. Did not heed GPWS warnings. Incorrectly set altimeter.,47.307929,39.64334,1989
3893,3893,3893,10/26/1989,18:55,"Hualein, China",China Airlines (Taiwan),204,Hualian - Taibei,Boeing B-737-209,B-180,23795/1319,54.0,54.0,0.0,"The plane hit a 7,000 ft, mountain 10 minutes after taking off. The flight crew used an incorrect departure procedure.",35.0,105.0,1989
3899,3899,3899,11/21/1989,17:28,"Near Tyumem, Russia",Aeroflot,,Perm - Sovietsky,Antonov AN-24,CCCP-46335,97305602,42.0,34.0,0.0,Crashed right of the runway during an approach in haze and snow.,,,1989
3901,3901,3901,11/25/1989,07:48,"Seoul, South Korea",Korean Airlines,,Seou - Ulsan,Fokker F-28 Fellowship 4000,HL-7255,11223,52.0,1.0,0.0,"The plane crashed during takeoff after losing the left engine, directional control and overrunning the runway and catching fire.",37.566679,126.978291,1989
3902,3902,3902,11/27/1989,07:16,"Bogota, Colombia",AVIANCA,203,Bogota - Cali,Boeing B-727-21,HK-1803,19035/272,107.0,107.0,3.0,The plane burst into flames and crashed shortly after taking off from El Dorado Airport. Detonation of an explosive device placed on the floor on the starboard side of the passenger cabin at seat 15F which ignited fuel vapors in an empty fuel tank. The bomb was placed by members of the drug cartel headed by Pablo Escobar in an attempt to kill presidental candidate Cesare Gaviria. He was not aboard the flight.,4.653333,-74.083652,1989
3906,3906,3906,12/01/1989,09:30,"Patuxent, Maryland",Military - U.S. Army,,Fort Belvoir - Patuxent River NAS,CASA 212 Aviocar 200,N296CA,296,5.0,5.0,0.0,The crew inadvertently selected 'Beta Range' on the propellers at 800 feet. The aircraft then stalled and crashed into the river.,38.539288,-76.748577,1989
3913,3913,3913,01/13/1990,12:56,"Near Pervouralsk, Russia",Aeroflot,,Tyumen - Ufa,Tupolev TU-134A,CCCP-65951,2351703,71.0,27.0,0.0,A fire in the rear cargo hold and fire warning in both engines forced the plane to crash land in a snow laden field. The plane broke up after striking irrigation equipment. Short circuit in the electrical wiring.,56.904858,59.943119,1990
3918,3918,3918,01/25/1990,21:34,"Cove Neck, New York",AVIANCA,052,Medellin - New York City,Boeing B-707-321B,HK 2016,19276/592,158.0,73.0,0.0,"The aircraft was put in a series of extended holding patterns as it approached New York.The crew informed ATC they were running out of fuel but did not declare an emergency and were cleared to land. After a missed approach and during  a go-around, the plane ran out of fuel and crashed in a wooded area. The captain speaking very little English and communicating through the first officer, at no time declared an emergency. The first officer used the term 'we need priority' several times, rather than declaring an emergency. The ATC did not realize the peril of the aircraft. Failure of the crew to properly communicate the emergency situation to the ATC. Although blame was placed squarely on the crew there are several reasons why ATC should have  taken some responsibility for the accident. ATC was trying to land too many planes at once given the weather and number of missed approaches and aborted landing that were taking place. The plane was put in an extended holding pattern on three different occasions. The crew was not told of wind shear below 500 ft. which led to the aborted landing attempt. The plane was passed between three different controllers as it came out of its holding pattern to land. Each time the crew had to repeat their fuel situation.  The crew did say 'we are running out of fuel' numerous times only to be taken on a wide circling pattern after the first attempt at landing was aborted. Although the major blame was placed on the crew, in the end, the FAA paid 40% of compensations to the passenger's families.",40.882321,-73.505956,1990
3923,3923,3923,02/12/1990,09:29,"Bauru, Brazil",TAM (Brazil),,San Palo - Bauru - Aracatuba,Fokker 27 Friendship 200,PT-LCG,10206,40.0,2.0,2.0,"Crashed after an aborted landing following landing  too fast and 2/3rds down the runway. The pilot attempted a go-around, became airborne but stalled and crashed into houses and a car killing two people.",-22.32181,-49.070586,1990
3924,3924,3924,02/14/1990,13:03,"Near Bangalore, India",Indian Airlines,605,Bombay - Bangalore,Airbus A320-231,VT-EPN,079,146.0,92.0,0.0,"On final approach, the aircraft descended below the normal approach profile until it hit the ground 2,300 ft. short and 200 ft. to the right of the runway centerline. The co-pilot's (in this case check captain's) flight director was left in the Open Descent Idle Mode instead of the Vertical Speed Mode, the prescribed setting for an approach and landing.The aircraft could not maintain the correct flight path at idle power. Failure of the crew to realize the gravity of the situation and respond immediately towards proper action of moving the throttles, even after the radio altitude call-outs.",12.97912,77.5913,1990
3933,3933,3933,03/27/1990,11:00,"Kabul, Afghanistan",Aeroflot,,Kokand - Kabul,Ilyushin IL-76MD,CCCP-78781,83489670,11.0,11.0,0.0,The aircraft stalled while on final and crashed while on approach after being ordered by ATC to discontinue the approach. Pilot error.,34.526011,69.177684,1990
3957,3957,3957,08/01/1990,11:10,"Stepanakert, Azerbaijan, USSR",Aeroflot,,Yerevan - Zvartnots,Yakovlev YAK-40,CCCP-87453,9431036,47.0,47.0,0.0,"The aircraft crashed into a cloud covered mountain at 2,520m, 22km from its destination.  Premature descent.",,,1990
3962,3962,3962,08/29/1990,00:34,"Near Kaiserslautern, Germany",Military - U.S. Air Force,,Ramstein AB - Rhein-Main AB,Lockheed C-5A,68-0228,31,17.0,13.0,0.0,"Just after taking off, the aircraft drifted to the left and clipped trees eventually crashing 3,000 ft. past the end of the runway. Possible inadvertent deployment of a thrust reverser.",49.443217,7.768995,1990
3971,3971,3971,10/03/1990,20:08,"Cape Canaveral, Florida",Eastern Air Lines,791,,McDonnell Douglas DC-9-31,N8923E,45838/104,97.0,1.0,0.0,The aircraft experienced severe turbulence after entering overhang of a thunderstorm at FL 310. Three passengers received serious injuries. One passenger died 20 days after the accident. Failure of the captain to follow procedures by allowing the aircraft to continue into the overhang anvil of a thunderstorm. Failure of the passengers to abide by instructions concerning the use of seat belts. Failure of the flight attendants to enforce the use of seat belts.,28.45077,-80.52662,1990
3973,3973,3973,10/24/1990,01:58,"Santiago de Cuba, Cuba",Cubana de Aviacion,2886,Camaguey - Santiago de Cuba,Yakovlev YAK-40,CU-T1202,9631449,31.0,11.0,0.0,Struck the ground 2.5 miles short of the runway at a high rate of speed in rain and reduced visibility. Pilot error. Continuing VFR flight in IFR conditions.,20.021464,-75.829493,1990
3975,3975,3975,11/14/1990,19:11,"Stadelberg, Switzerland",Alitalia,404,Milano - Zürich,McDonnell Douglas DC-9-32,I-ATJA,47641/746,46.0,46.0,0.0,"The aircraft continued to descend after intercepting the glide slope and hit high ground 6 miles from the airport. False indication of VHF NAV on unit No.1 in the aircraft. Possible misread altimeter by the pilot-in-command. Lack of GPWS warning in the cockpit. Crew was not aware of the possibility of incorrect indications in the NAV equipment in use. Non-compliance with basiprocedural instructions during the approach. ATC  did not observe the leaving of the cleared altitude of 4,000 ft.",47.528098,8.467585,1990
3987,3987,3987,01/30/1991,13:00,"Jalaludin, Indonesia",Merpati Nusantara Airlines,,,CASA 212 Aviocar 200,PK-NCY,258/78N,21.0,1.0,0.0,The plane made a forced landing during poor weather conditions and crashed into trees on a ridge. All passengers survived but one elderly passenger died while waiting for rescue.,-3.65479,103.776728,1991
3995,3995,3995,03/03/1991,09:44,"Near Colorado Springs, Colorado",United Air Lines,585,Denver - Colorado Springs,Boeing B-737-291,N999UA,22742/875,25.0,25.0,0.0,"While on final approach to Colorado Springs, the aircraft suddenly rolled to the right and pitched nose down until it reached an almost vertical attitude before hitting the ground. Uncommanded deflection of the rudder caused by the jamming of the main rudder PUC servo valve. The rudder malfunction forced the rudder to go in the opposite direction the pilots commanded it to go. First female pilot to die on the flight deck of a major U.S. airline.",38.833958,-104.825349,1991
3996,3996,3996,03/05/1991,16:15,"La Puerta, Venezuela",Linea Aeropostal Venezolana,108,Maracaibo - Santa Barbara de Zulia,McDonnell Douglas DC-9-32,YV-23C,47720/846,45.0,45.0,0.0,The aircraft crashed into the Las Torres plateau in the Andes mountains on a flight from Maracaibo to Santa Barbara de Zulia. The mountain was shrouded in clouds. Controlled flight into terrain. The point of impact was considerably off course.,10.227411,-69.484213,1991
4005,4005,4005,03/25/1991,08:15,"Near Bangalore, India",Military - Indian Air Force,,,Hindustan Aeronautics 748-2,,,28.0,28.0,0.0,The plane climbed to an altitude of 150 ft. and then crashed into the ground about half-a-mile from the airport. Engine failure.,12.97912,77.5913,1991
4008,4008,4008,04/04/1991,12:10,"Marion, Pennsylvania",Private,,"Williamsport, PA  - Philadelphia, PA",Piper Aerostar 601 / Bell 412SP,N3645D / N78S,6108448162153/0151,5.0,5.0,2.0,"When the plane's nose gear indicator light did not illuminate a helicopter was dispatched to verify the nose gear was down. While making the inspection, the helicopter's blades accidentally hit the bottom of the plane sending both aircraft into the ground, killing all aboard both aircraft. Pennsylvania Senator H. John Heinz III was killed in the crash along with two children playing outside an elementary school. Two killed aboard the Bell and 3 aboard the Piper. The poor judgment by the captain of the airplane to permit the in-flight inspection after he had determined to the best of his ability that the nose landing gear was fully extended. The poor judgment of the captain of the helicopter to conduct the inspection and the failure of the flight crew of the helicopter to maintain safe separation.",39.857314,-77.69527,1991
4015,4015,4015,05/23/1991,13:06,"Leningrad, USSR",Aeroflot,,Sukhumi - Leningrad,Tupolev TU-154B-1,CCCP-85097,97,181.0,13.0,0.0,"Undershot the runway and broke in half after a hard landing. Crew error. A rapid rate of descent, leading to landing gear failure. The accident happened durining daylight in a rain shower.",,,1991
4035,4035,4035,08/16/1991,01:55,"Imphal, India",Indian Airlines,257,Calcutta - Imphal,Boeing B-737-2A8,VT-EFL,21497,69.0,69.0,0.0,Crashed into high ground during approach to Imphal. The crew failed to follow the correct approach course.,24.799116,93.936442,1991
4048,4048,4048,10/05/1991,15:00,"Condet, Indonesia",Military - Indonesian Air Force,,,Lockheed C-130H-30,A-1324,4927,135.0,134.0,1.0,The aircraft crashed into buildings during an attempted emergency landing after an engine caught fire shortly after taking off.,-6.277306,106.858208,1991
4065,4065,4065,12/10/1991,16:42,"Near  Las Vegas, Nevada",Las Vegas Airlines,,"Grand Canyon, AZ - Las Vegas, NV",Piper PA-31-350 Navajo,N350MR,31-7652100,5.0,5.0,0.0,The aircraft encountered low ceiling and rain showers and was not certified for IFR flight. Instead of going to a alternate airport the pilot continued VFR flight and impacted the side of a mountain. The pilot-in-command's poor inflight decision by not electing to proceed to an alternate airport and to continue to the flight under visual flight rules into instrument meteorological conditions. The low ceilings and visibilities across the flight route and the mountainous terrain were factors in the accident.,36.167256,-115.148516,1991
4068,4068,4068,12/27/1991,08:51,"Stockholm, Sweden",Scandinavian Airlines (SAS),751,Stockholm-Copenhagen-Warsaw,MDonnell Douglas MD-81,OY-KHO,53003,129.0,0.0,0.0,"The aircraft reached an altitude of 3,000 feet and then made an emergency descent, clipping trees and made a belly landing in a field, breaking into 3 parts but staying together. Failure of both engines. Improper deicing of the aircraft led to chunks of ice breaking off and being ingested into both engines, leading to engine failure.  The crew was not trained to recognize and correct engine surges, which occurred when the ice struck the engines.The aircraft was named Dana Viking.",59.325117,18.071093,1991
4070,4070,4070,12/29/1991,15:05,"Wanli, Taiwan",China Airlines (Taiwan),358,Taipei - Anchorage,Boeing B-747-2R7F,B-198,22390,5.0,5.0,0.0,The cargo plane crashed on takeoff  after losing the No. 3 and 4 engines due to corroded midspar fuse pins. The No. 3 engine broke loose first striking the No. 4 engine.,25.181234,121.688687,1991
4077,4077,4077,02/06/1992,09:48,"Evansville, Indiana",Military - U.S. Air Force,,Training,Lockheed C-130B,58-0732,3527,5.0,5.0,11.0,"The crew were doing touch-and-goes. Operating as the Kentucky National Guard, while taking off, the aircraft struck a motel and then crashed into JoJo's restaurant and the Drury's Inn Motel, exploding into flames. Eleven persons on the ground were killed.  Failure of the pilots to maintain sufficient air speed during a simulated engine failure due to distractions with ATC instructions and routine check list duties resulting in a stall.",37.974764,-87.555848,1992
